Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,NA_Sales,EU_Sales,JP_Sales
TransFormers Animated: The Game,DS,2008,Action,Activision,0.16,0.13,0,0
Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0,0,0.14
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0.07,0.06,0
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.16,0.12,0.02,0
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.16,0.13,0,0
Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.16,0.09,0.03,0.01
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.16,0.08,0.05,0
Fracture,PS3,2008,Shooter,LucasArts,0.16,0.12,0.01,0
Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.16,0.13,0,0
Tak: Mojo Mistake,DS,2008,Action,THQ,0.16,0.06,0,0.08
Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0.16,0.07,0.05,0
Ener-G: Dance Squad,DS,2008,Sports,Ubisoft,0.16,0.07,0.01,0.05
TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.16,0,0.14,0
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.16,0.11,0.02,0
Burger Island,DS,2008,Action,Destineer,0.16,0.03,0.11,0
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,0.16,0.07,0.05,0
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.16,0.07,0.05,0
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.16,0.09,0.04,0
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.16,0.08,0.05,0
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.16,0,0,0.14
Ener-G Horse Riders,DS,2008,Sports,Ubisoft,0.16,0.13,0,0
Block Party,Wii,2008,Misc,Activision,0.15,0,0,0.14
Blitz: The League II,PS3,2008,Sports,Midway Games,0.15,0,0,0.14
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.15,0.1,0.04,0
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.15,0.07,0.05,0
Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.15,0,0,0.13
NHL 09,PS2,2008,Sports,Electronic Arts,0.15,0,0,0.13
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.15,0.13,0,0
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.15,0.11,0.03,0
Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.15,0.07,0.02,0.05
The Quest Trio,DS,2008,Puzzle,Avanquest,0.15,0.13,0,0
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.15,0.07,0,0.06
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.15,0,0,0.14
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.15,0.07,0.05,0
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.15,0,0,0.14
Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.15,0,0,0.14
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.15,0.07,0.05,0
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.15,0.13,0,0
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0.15,0.07,0,0.06
Rubik's World,Wii,2008,Puzzle,Game Factory,0.14,0,0,0.14
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0.14,0,0,0.14
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.14,0.11,0.03,0
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.14,0.11,0.03,0
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.14,0.11,0.03,0
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.14,0.07,0,0.06
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.14,0,0.09,0.02
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.14,0.03,0,0.11
Onimusha Essentials,PS2,2008,Action,Capcom,0.14,0.1,0.04,0
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.14,0.09,0.04,0
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.14,0.08,0.05,0
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.14,0,0.13,0
Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0.07,0.05,0
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.14,0.11,0.03,0
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.14,0,0,0.14
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.14,0,0,0.14
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.14,0.13,0,0
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.14,0.13,0,0
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.14,0.11,0.03,0
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.14,0,0,0.13
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.14,0.09,0,0.04
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.13,0.13,0,0
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0.13,0.07,0.05,0
Nitrobike,Wii,2008,Racing,Ubisoft,0.13,0.01,0.01,0.11
Quick Yoga Training,DS,2008,Misc,Ubisoft,0.13,0.07,0.05,0.01
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0.13,0,0
My Spanish Coach,PSP,2008,Misc,Ubisoft,0.13,0.1,0.04,0
Top Spin 3,DS,2008,Action,D3Publisher,0.13,0.09,0.04,0
Syberia,DS,2008,Action,Mindscape,0.13,0.11,0.03,0
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.13,0.11,0,0.02
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.13,0.07,0.05,0
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.13,0.07,0.05,0
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.13,0.07,0.05,0
Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.13,0.13,0.01,0
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.13,0.1,0,0.01
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.13,0,0,0.14
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.13,0.1,0.04,0
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.13,0.04,0.08,0
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.13,0.12,0.01,0
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.13,0.07,0.05,0
Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0.13,0.11,0.03,0
Legendary,PS3,2008,Shooter,Atari,0.13,0,0.01,0.13
Sally's Salon,DS,2008,Simulation,Capcom,0.13,0.05,0.08,0
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.13,0.13,0,0
007: Quantum of Solace,DS,2008,Action,Activision,0.13,0.11,0.03,0
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.13,0.12,0.01,0
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.13,0.04,0.08,0
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.13,0.11,0.03,0
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.13,0.07,0.06,0
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.13,0.13,0,0
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.13,0.13,0,0
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.13,0.07,0.05,0
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.13,0.13,0,0
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.13,0.08,0.05,0
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0.13,0.13,0,0
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.13,0.04,0.08,0
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.13,0,0,0.14
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.12,0.13,0,0
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.12,0.03,0.1,0
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.12,0,0,0.13
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0.12,0.08,0.05,0
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0.05,0.08,0
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.12,0.07,0.05,0
Backyard Baseball '09,DS,2008,Sports,Atari,0.12,0,0,0.14
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0.12,0.13,0,0
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.12,0.08,0.05,0
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.12,0.07,0.05,0
M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.12,0,0,0.13
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.12,0.07,0.07,0
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.12,0,0.12,0
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.12,0.05,0.07,0
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.12,0.11,0.03,0
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.12,0,0,0.14
Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.12,0,0.13,0
My Farm Around the World,DS,2008,Simulation,Atari,0.12,0.13,0,0
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.12,0.07,0.05,0
PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,0.07,0.05,0
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.12,0.07,0.05,0
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.12,0.12,0.01,0
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.12,0,0,0.14
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.12,0,0.11,0
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.12,0.08,0.04,0.02
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.12,0.05,0.08,0
Raiden IV,X360,2008,Shooter,Moss,0.12,0.08,0.05,0
Rubik's World,DS,2008,Puzzle,Game Factory,0.12,0.08,0.05,0
Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.12,0.13,0,0
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.12,0.08,0,0.05
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.12,0.11,0.03,0
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.12,0.11,0.03,0
Dragon Ball: Origins,DS,2008,Action,Atari,0.12,0.11,0.03,0
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0.12,0.11,0.03,0
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.12,0.11,0.03,0
My Chinese Coach,DS,2008,Misc,Ubisoft,0.12,0,0,0.13
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,0.11,0.08,0.05,0
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0.08,0.05,0
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.1,0.02,0
NFL Tour,PS3,2008,Sports,Electronic Arts,0.11,0,0,0.14
Mechanic Master,DS,2008,Puzzle,Midway Games,0.11,0.01,0.1,0
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.11,0.07,0.05,0
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0.13,0,0
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.11,0.02,0.01,0.1
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.11,0.11,0.03,0
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.11,0.13,0,0
Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.11,0,0,0.14
Zubo,DS,2008,Misc,Electronic Arts,0.11,0.13,0,0
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,0.11,0,0,0.14
Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0.11,0.13,0,0
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,0.11,0.08,0.05,0
Pimp My Ride,Wii,2008,Racing,Activision,0.11,0.07,0.05,0
Space Chimps,X360,2008,Platform,Brash Entertainment,0.11,0.13,0,0
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,0.11,0.08,0.05,0
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.11,0.1,0.03,0
Soma Bringer,DS,2008,Role-Playing,Nintendo,0.11,0,0,0.14
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0.1,0.03,0.01
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.11,0.13,0,0
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0.1,0.02,0.02
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.11,0.02,0.02,0.09
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.11,0.06,0.07,0
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.11,0,0,0.14
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.11,0.1,0.03,0
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.11,0.07,0.05,0
My Boyfriend,DS,2008,Simulation,DTP Entertainment,0.11,0.06,0.03,0.03
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.11,0.08,0.05,0
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.11,0.1,0.04,0
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.11,0,0,0.14
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0.09,0.04,0
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.1,0,0,0.14
Princess Debut,DS,2008,Misc,Cave,0.1,0.05,0.08,0
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0.1,0.04,0
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0.08,0.05,0
Exit DS,DS,2008,Puzzle,Square Enix,0.1,0,0,0.14
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.1,0.11,0.03,0
Universe at War: Earth Assault,X360,2008,Action,Sega,0.1,0.11,0.03,0
Culdcept DS,DS,2008,Strategy,Sega,0.1,0.07,0,0.06
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0.08,0.05,0
Blitz: The League II,X360,2008,Sports,Midway Games,0.1,0.04,0.08,0
Football Director DS,DS,2008,Sports,Pinnacle,0.1,0.01,0.1,0
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0.1,0.08,0.03,0.03
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.1,0.11,0.03,0
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.1,0,0,0.14
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.1,0.12,0.01,0
NFL Tour,X360,2008,Sports,Electronic Arts,0.1,0.13,0,0
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.1,0,0.11,0
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.1,0.08,0.05,0
Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.1,0.1,0.03,0
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.1,0.09,0.04,0
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.1,0.1,0.03,0
Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0.1,0.02,0.1,0
Big League Sports,Wii,2008,Sports,Activision,0.1,0.08,0.05,0
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0.1,0,0,0.14
Cate West: The Vanishing Files,DS,2008,Adventure,Oxygen Interactive,0.1,0.12,0.01,0
Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.1,0,0,0.14
Championship Pony,DS,2008,Simulation,"Destination Software, Inc",0.1,0.08,0.05,0
King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,0.1,0.1,0.04,0
Horse Life Adventures,DS,2008,Simulation,Deep Silver,0.1,0.13,0,0
Ninja Reflex,DS,2008,Action,Electronic Arts,0.1,0.04,0.01,0.08
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.1,0.13,0,0
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.14
Populous DS,DS,2008,Strategy,Rising Star Games,0.09,0,0,0.13
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.12,0,0
Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.09,0,0,0.14
Championship Foosball,Wii,2008,Sports,505 Games,0.09,0,0,0.14
Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.03,0.07,0.01
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.09,0,0.12,0
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.09,0.13,0,0
Doraemon: Nobita to Midori no Kyojinden DS,DS,2008,Platform,Sega,0.09,0.13,0,0
Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.09,0.11,0.02,0
Lock's Quest,DS,2008,Strategy,THQ,0.09,0.13,0,0
Ratchet & Clank Future: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0.09,0.11,0.03,0
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.09,0.11,0.03,0
Space Chimps,Wii,2008,Platform,Brash Entertainment,0.09,0.08,0.04,0
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.09,0.11,0.02,0
World Championship Games: A Track & Field Event,DS,2008,Sports,Ghostlight,0.09,0,0.12,0
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.09,0.11,0.03,0
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,Konami Digital Entertainment,0.09,0,0,0.14
Pipe Mania,DS,2008,Puzzle,Empire Interactive,0.09,0,0.13,0
Supreme Commander,X360,2008,Strategy,505 Games,0.09,0,0,0.13
FIFA Street 3,DS,2008,Sports,Electronic Arts,0.09,0,0,0.14
Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,0.09,0.03,0.01,0.09
The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,Vivendi Games,0.09,0.03,0.08,0
MLB Superstars,Wii,2008,Sports,Take-Two Interactive,0.09,0.12,0.01,0
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.09,0.03,0.02,0.07
Battle Fantasia,X360,2008,Fighting,505 Games,0.09,0,0,0.14
Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.09,0.09,0.03,0.01
L: the proLogue to DEATH NOTE - Rasen no Wana,DS,2008,Adventure,Konami Digital Entertainment,0.09,0,0.02,0
Ski and Shoot,Wii,2008,Sports,RTL,0.09,0.1,0.02,0
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0.09,0.13,0,0
Monster Jam: Urban Assault,PSP,2008,Racing,Activision,0.08,0,0,0.13
My Make-Up,DS,2008,Misc,Oxygen Interactive,0.08,0.1,0.04,0
1 vs. 100,DS,2008,Misc,DSI Games,0.08,0.12,0,0
Winter Sports 2: The Next Challenge,PS2,2008,Sports,Conspiracy Entertainment,0.08,0.12,0,0
Bleach: Heat the Soul 5,PSP,2008,Fighting,Sony Computer Entertainment,0.08,0,0,0.13
Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.08,0,0,0.14
Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.08,0.13,0,0
My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,Ubisoft,0.08,0.05,0.05,0.02
Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.08,0.13,0,0
Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0.08,0.1,0.04,0
Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.08,0,0,0.14
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.1,0.02,0
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,0.08,0.12,0,0
Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,0.08,0.1,0.03,0
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.14
Midnight Play! Pack,DS,2008,Misc,Ubisoft,0.08,0.07,0.05,0
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.08,0.12,0,0
The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,0.08,0.1,0.04,0
Initial D: Extreme Stage,PS3,2008,Racing,Sega,0.08,0.13,0,0
Touch Mechanic,DS,2008,Simulation,Nintendo,0.08,0,0.12,0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0.08,0.1,0.03,0
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0.08,0.07,0.05,0
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.08,0.12,0,0
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.08,0.13,0,0
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.08,0.1,0.02,0
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0.08,0.12,0,0
Ultimate Card Games DS,DS,2008,Strategy,Telegames,0.08,0.08,0.05,0
Wordfish,DS,2008,Puzzle,Ubisoft,0.08,0.04,0.05,0.02
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.08,0.1,0.03,0
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.08,0,0,0.14
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.08,0,0,0.13
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.08,0.1,0.04,0
New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.08,0.07,0.05,0
Nanashi no Game,DS,2008,Adventure,Square Enix,0.08,0.1,0.01,0.01
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.08,0.03,0.02,0.07
Mission Runway,DS,2008,Simulation,Eidos Interactive,0.08,0.04,0.07,0
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.08,0.12,0,0
Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.08,0.12,0,0
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.08,0.09,0.04,0
Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.08,0.08,0.05,0
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0.08,0.08,0.05,0
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0.08,0.12,0,0
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.08,0.12,0,0.01
Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0.08,0.04,0.08,0
Bella Sara,DS,2008,Misc,Codemasters,0.08,0.1,0.04,0
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0.08,0.11,0.01,0
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,Konami Digital Entertainment,0.08,0.1,0.03,0
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0.07,0.11,0.01,0
The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.12,0.01,0
Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0.13,0,0
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0.07,0.13,0,0
Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.07,0.05,0
Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.07,0.1,0.03,0
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.1,0.03,0
My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0.1,0.03,0
The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0.07,0,0,0.14
Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0,0,0.14
Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.07,0.08,0.01,0.03
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.04,0.07,0
Summon Night,DS,2008,Role-Playing,Banpresto,0.07,0.1,0.03,0
Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.07,0.12,0,0
Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0.07,0.11,0.01,0
Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0,0.12,0
Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.07,0.07,0.05,0
Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.07,0.13,0,0
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0.07,0,0,0.13
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0.06,0.07,0
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0.07,0.12,0,0
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.07,0.1,0.04,0
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.13,0,0
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.13
Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.12,0,0
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.07,0,0,0.13
Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.07,0.07,0.05,0
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.07,0.12,0,0
Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0.07,0.07,0.05,0
